노선,승차승객,하차승객,총 승객,승차-하차,월,일,요일
7,10977,9356,20333,1621,9,24,5
6,8791,8726,17517,65,9,24,5
8,4808,4224,9032,584,9,24,5
11,10822,10234,21056,588,9,24,5
8,25074,24999,50073,75,9,24,5
3,17295,19676,36971,-2381,9,24,5
6,17637,18325,35962,-688,9,24,5
2,12116,10662,22778,1454,9,24,5
5,7075,8436,15511,-1361,9,24,5
12,4344,3979,8323,365,9,24,5
12,3782,3146,6928,636,9,24,5
6,11339,12201,23540,-862,9,24,5
13,3414,3340,6754,74,9,24,5
7,8865,8088,16953,777,9,24,5
19,81,88,169,-7,9,24,5
4,11938,10636,22574,1302,9,24,5
3,8336,7707,16043,629,9,24,5
20,3257,2848,6105,409,9,24,5
8,16448,15461,31909,987,9,24,5
1,15864,17130,32994,-1266,9,24,5
11,4841,4454,9295,387,9,24,5
23,1770,1445,3215,325,9,24,5
17,10542,10866,21408,-324,9,24,5
1,20163,20855,41018,-692,9,24,5
6,7790,8475,16265,-685,9,24,5
18,3664,3279,6943,385,9,24,5
11,8564,9123,17687,-559,9,24,5
20,2306,1538,3844,768,9,24,5
15,2278,2242,4520,36,9,24,5
21,4719,4087,8806,632,9,24,5
2,6884,6367,13251,517,9,24,5
2,11915,10311,22226,1604,9,24,5
23,11493,9961,21454,1532,9,24,5
5,6489,6418,12907,71,9,24,5
12,3116,2831,5947,285,9,24,5
25,5260,5376,10636,-116,9,24,5
12,5644,5082,10726,562,9,24,5
2,3854,4114,7968,-260,9,24,5
18,5863,5155,11018,708,9,24,5
25,8953,8044,16997,909,9,24,5
1,1227,1279,2506,-52,9,24,5
12,5153,4793,9946,360,9,24,5
6,8113,10708,18821,-2595,9,24,5
12,10365,7283,17648,3082,9,24,5
25,1955,1689,3644,266,9,24,5
14,2615,2509,5124,106,9,24,5
14,3747,3316,7063,431,9,24,5
2,7949,8732,16681,-783,9,24,5
5,2470,2722,5192,-252,9,24,5
11,10908,10344,21252,564,9,24,5
5,7277,6482,13759,795,9,24,5
3,16618,16552,33170,66,9,24,5
0,12372,12008,24380,364,9,24,5
4,1490,1960,3450,-470,9,24,5
3,14319,11629,25948,2690,9,24,5
1,11657,13298,24955,-1641,9,24,5
2,9718,10689,20407,-971,9,24,5
12,2062,2658,4720,-596,9,24,5
12,3227,3219,6446,8,9,24,5
0,13331,13919,27250,-588,9,24,5
5,9010,8899,17909,111,9,24,5
14,14906,14933,29839,-27,9,24,5
14,13884,13641,27525,243,9,24,5
3,2082,2167,4249,-85,9,24,5
8,1773,1551,3324,222,9,24,5
11,7239,6993,14232,246,9,24,5
4,6821,6586,13407,235,9,24,5
9,701,725,1426,-24,9,24,5
8,8120,7474,15594,646,9,24,5
16,9523,7846,17369,1677,9,24,5
5,9132,10313,19445,-1181,9,24,5
13,2419,2160,4579,259,9,24,5
1,18487,18901,37388,-414,9,24,5
6,16788,16198,32986,590,9,24,5
4,6267,6396,12663,-129,9,24,5
16,4142,4522,8664,-380,9,24,5
8,9668,9478,19146,190,9,24,5
23,6206,5929,12135,277,9,24,5
6,10427,9535,19962,892,9,24,5
15,3923,3797,7720,126,9,24,5
4,4473,4027,8500,446,9,24,5
4,5452,5561,11013,-109,9,24,5
4,8754,8846,17600,-92,9,24,5
5,11187,9471,20658,1716,9,24,5
25,7761,7382,15143,379,9,24,5
5,14935,16652,31587,-1717,9,24,5
12,6818,6614,13432,204,9,24,5
18,11178,10130,21308,1048,9,24,5
18,3380,3397,6777,-17,9,24,5
2,6814,6519,13333,295,9,24,5
18,4243,3904,8147,339,9,24,5
6,8705,8145,16850,560,9,24,5
6,12357,11380,23737,977,9,24,5
3,22895,25460,48355,-2565,9,24,5
4,7154,6882,14036,272,9,24,5
11,5405,4953,10358,452,9,24,5
18,24438,25779,50217,-1341,9,24,5
7,6379,5619,11998,760,9,24,5
4,13182,12964,26146,218,9,24,5
7,5750,6061,11811,-311,9,24,5
2,3159,3277,6436,-118,9,24,5
1,15004,16248,31252,-1244,9,24,5
13,6593,6125,12718,468,9,24,5
7,10302,10421,20723,-119,9,24,5
18,11844,12424,24268,-580,9,24,5
4,14166,14248,28414,-82,9,24,5
3,12456,11684,24140,772,9,24,5
3,24603,23949,48552,654,9,24,5
21,4019,3677,7696,342,9,24,5
6,5524,5655,11179,-131,9,24,5
4,15783,17144,32927,-1361,9,24,5
1,12404,12520,24924,-116,9,24,5
4,6126,5919,12045,207,9,24,5
12,8624,8356,16980,268,9,24,5
4,5284,4982,10266,302,9,24,5
24,1351,1343,2694,8,9,24,5
13,5524,5047,10571,477,9,24,5
23,9031,8928,17959,103,9,24,5
15,413,522,935,-109,9,24,5
14,6382,6249,12631,133,9,24,5
5,1699,1762,3461,-63,9,24,5
17,24329,23736,48065,593,9,24,5
15,2624,2422,5046,202,9,24,5
11,14907,14400,29307,507,9,24,5
6,6057,5999,12056,58,9,24,5
20,2245,2016,4261,229,9,24,5
20,1469,1595,3064,-126,9,24,5
20,3102,3222,6324,-120,9,24,5
5,6161,5614,11775,547,9,24,5
22,1373,1291,2664,82,9,24,5
12,1929,1822,3751,107,9,24,5
18,1942,1741,3683,201,9,24,5
7,7416,6037,13453,1379,9,24,5
24,986,923,1909,63,9,24,5
9,13878,14974,28852,-1096,9,24,5
1,19505,17602,37107,1903,9,24,5
5,6338,6059,12397,279,9,24,5
14,7524,6713,14237,811,9,24,5
10,2606,2274,4880,332,9,24,5
14,32090,32944,65034,-854,9,24,5
14,31570,35408,66978,-3838,9,24,5
22,6003,5388,11391,615,9,24,5
22,4594,4726,9320,-132,9,24,5
5,4212,3766,7978,446,9,24,5
2,15131,17200,32331,-2069,9,24,5
6,13707,13169,26876,538,9,24,5
1,38887,44038,82925,-5151,9,24,5
3,26503,24017,50520,2486,9,24,5
15,1989,1888,3877,101,9,24,5
19,4354,3563,7917,791,9,24,5
8,2859,2585,5444,274,9,24,5
21,14592,15450,30042,-858,9,24,5
7,4899,4809,9708,90,9,24,5
3,5404,8462,13866,-3058,9,24,5
5,8184,5858,14042,2326,9,24,5
10,1797,1606,3403,191,9,24,5
1,33225,32990,66215,235,9,24,5
9,3661,3680,7341,-19,9,24,5
23,16786,15804,32590,982,9,24,5
22,1891,1928,3819,-37,9,24,5
22,2253,2170,4423,83,9,24,5
9,5797,5252,11049,545,9,24,5
18,4482,4323,8805,159,9,24,5
3,16161,14636,30797,1525,9,24,5
6,9432,8558,17990,874,9,24,5
21,14319,14031,28350,288,9,24,5
25,5666,5522,11188,144,9,24,5
6,15216,14615,29831,601,9,24,5
5,9651,11887,21538,-2236,9,24,5
1,11171,10419,21590,752,9,24,5
5,5095,4442,9537,653,9,24,5
4,10747,9803,20550,944,9,24,5
15,735,553,1288,182,9,24,5
5,9610,8922,18532,688,9,24,5
8,3445,3218,6663,227,9,24,5
20,1193,1624,2817,-431,9,24,5
13,2113,2164,4277,-51,9,24,5
4,10031,9358,19389,673,9,24,5
11,1230,1231,2461,-1,9,24,5
12,2344,2434,4778,-90,9,24,5
20,6798,5905,12703,893,9,24,5
1,41168,40135,81303,1033,9,24,5
18,13393,14397,27790,-1004,9,24,5
0,46646,44963,91609,1683,9,24,5
16,11599,11102,22701,497,9,24,5
11,11079,2923,14002,8156,9,24,5
13,1887,2042,3929,-155,9,24,5
3,8321,19092,27413,-10771,9,24,5
20,1931,2181,4112,-250,9,24,5
20,2424,1993,4417,431,9,24,5
11,9092,6937,16029,2155,9,24,5
1,13959,12066,26025,1893,9,24,5
18,21302,21509,42811,-207,9,24,5
12,7808,8116,15924,-308,9,24,5
5,9966,10047,20013,-81,9,24,5
11,8084,7455,15539,629,9,24,5
9,8439,6911,15350,1528,9,24,5
7,6317,8185,14502,-1868,9,24,5
9,5154,4726,9880,428,9,24,5
1,28756,25486,54242,3270,9,24,5
18,6148,9587,15735,-3439,9,24,5
17,6827,5790,12617,1037,9,24,5
8,4946,4622,9568,324,9,24,5
9,5733,6653,12386,-920,9,24,5
18,3923,3876,7799,47,9,24,5
11,13229,12811,26040,418,9,24,5
1,24794,30200,54994,-5406,9,24,5
22,3146,3665,6811,-519,9,24,5
3,19239,18758,37997,481,9,24,5
11,4124,3548,7672,576,9,24,5
11,3036,2981,6017,55,9,24,5
11,2743,2391,5134,352,9,24,5
10,489,540,1029,-51,9,24,5
19,9105,9838,18943,-733,9,24,5
14,8573,8551,17124,22,9,24,5
12,6440,5612,12052,828,9,24,5
22,2221,2156,4377,65,9,24,5
22,4515,4103,8618,412,9,24,5
14,21904,21445,43349,459,9,24,5
19,2423,2291,4714,132,9,24,5
4,5707,5202,10909,505,9,24,5
11,5796,5056,10852,740,9,24,5
7,6678,6319,12997,359,9,24,5
9,4579,5196,9775,-617,9,24,5
18,10425,9757,20182,668,9,24,5
6,11607,11168,22775,439,9,24,5
21,3417,3027,6444,390,9,24,5
13,1900,1741,3641,159,9,24,5
18,12288,12707,24995,-419,9,24,5
2,16249,16001,32250,248,9,24,5
11,45050,49364,94414,-4314,9,24,5
18,8802,7360,16162,1442,9,24,5
18,13088,15340,28428,-2252,9,24,5
3,30105,30040,60145,65,9,24,5
7,4803,4203,9006,600,9,24,5
3,12375,11862,24237,513,9,24,5
6,10382,9912,20294,470,9,24,5
19,3336,2950,6286,386,9,24,5
1,16389,14774,31163,1615,9,24,5
0,21477,21843,43320,-366,9,24,5
18,3287,3251,6538,36,9,24,5
4,4759,4883,9642,-124,9,24,5
4,3254,3303,6557,-49,9,24,5
11,6982,6016,12998,966,9,24,5
21,1819,1646,3465,173,9,24,5
15,1575,1519,3094,56,9,24,5
8,29436,29557,58993,-121,9,24,5
1,1291,1267,2558,24,9,24,5
5,6820,6388,13208,432,9,24,5
1,12714,13404,26118,-690,9,24,5
1,22321,20928,43249,1393,9,24,5
6,11779,10812,22591,967,9,24,5
1,47054,48343,95397,-1289,9,24,5
11,3718,4015,7733,-297,9,24,5
10,1572,1503,3075,69,9,24,5
1,51975,49118,101093,2857,9,24,5
20,1413,1937,3350,-524,9,24,5
8,3164,2534,5698,630,9,24,5
8,4861,5980,10841,-1119,9,24,5
8,5518,4951,10469,567,9,24,5
2,26872,28982,55854,-2110,9,24,5
0,11756,10512,22268,1244,9,24,5
22,1633,1586,3219,47,9,24,5
1,4019,3905,7924,114,9,24,5
3,14268,14773,29041,-505,9,24,5
25,391,365,756,26,9,24,5
12,7262,6463,13725,799,9,24,5
4,10473,8856,19329,1617,9,24,5
1,8584,8393,16977,191,9,24,5
24,1618,1495,3113,123,9,24,5
1,37638,40663,78301,-3025,9,24,5
13,438,461,899,-23,9,24,5
19,1975,1945,3920,30,9,24,5
6,9115,8462,17577,653,9,24,5
7,3954,4146,8100,-192,9,24,5
3,24504,21571,46075,2933,9,24,5
24,2443,2053,4496,390,9,24,5
24,4303,4010,8313,293,9,24,5
25,734,767,1501,-33,9,24,5
4,15961,15094,31055,867,9,24,5
1,8968,8138,17106,830,9,24,5
2,25639,27255,52894,-1616,9,24,5
21,10868,11338,22206,-470,9,24,5
5,8448,8036,16484,412,9,24,5
11,20948,20775,41723,173,9,24,5
7,13909,12508,26417,1401,9,24,5
2,27984,30577,58561,-2593,9,24,5
18,20526,24888,45414,-4362,9,24,5
4,4264,4101,8365,163,9,24,5
13,7583,7724,15307,-141,9,24,5
19,365,268,633,97,9,24,5
18,20904,21738,42642,-834,9,24,5
5,2821,2870,5691,-49,9,24,5
2,10444,10011,20455,433,9,24,5
25,2934,2872,5806,62,9,24,5
25,2455,2379,4834,76,9,24,5
2,25943,28177,54120,-2234,9,24,5
25,667,618,1285,49,9,24,5
12,8777,8447,17224,330,9,24,5
1,5343,5286,10629,57,9,24,5
8,6600,6308,12908,292,9,24,5
4,4376,4016,8392,360,9,24,5
25,3640,3573,7213,67,9,24,5
6,14134,14166,28300,-32,9,24,5
19,1059,874,1933,185,9,24,5
9,7615,7597,15212,18,9,24,5
4,24680,26381,51061,-1701,9,24,5
4,14523,16369,30892,-1846,9,24,5
8,15312,14962,30274,350,9,24,5
10,3115,3386,6501,-271,9,24,5
14,23480,22663,46143,817,9,24,5
1,20217,22464,42681,-2247,9,24,5
5,2985,3460,6445,-475,9,24,5
19,4604,4635,9239,-31,9,24,5
5,2,0,2,2,9,24,5
2,32615,30418,63033,2197,9,24,5
8,14087,12783,26870,1304,9,24,5
11,47879,50167,98046,-2288,9,24,5
1,14912,15610,30522,-698,9,24,5
4,2367,2296,4663,71,9,24,5
4,10483,11162,21645,-679,9,24,5
16,3992,3817,7809,175,9,24,5
18,7979,7850,15829,129,9,24,5
4,2332,2188,4520,144,9,24,5
2,4355,4040,8395,315,9,24,5
14,10801,9504,20305,1297,9,24,5
18,8695,7062,15757,1633,9,24,5
4,19485,19705,39190,-220,9,24,5
19,2791,2303,5094,488,9,24,5
25,364,365,729,-1,9,24,5
11,11007,10225,21232,782,9,24,5
11,3643,3191,6834,452,9,24,5
21,9166,9283,18449,-117,9,24,5
2,8664,8466,17130,198,9,24,5
12,39,19,58,20,9,24,5
14,5985,5304,11289,681,9,24,5
6,6111,6039,12150,72,9,24,5
24,6672,6719,13391,-47,9,24,5
9,11075,11520,22595,-445,9,24,5
4,4887,4772,9659,115,9,24,5
1,15386,13319,28705,2067,9,24,5
12,14735,16968,31703,-2233,9,24,5
4,4124,4888,9012,-764,9,24,5
12,7724,7235,14959,489,9,24,5
1,2539,2234,4773,305,9,24,5
1,1977,1861,3838,116,9,24,5
6,5233,5308,10541,-75,9,24,5
25,2640,2915,5555,-275,9,24,5
11,44530,46581,91111,-2051,9,24,5
4,11315,10903,22218,412,9,24,5
25,1899,1941,3840,-42,9,24,5
16,8112,8637,16749,-525,9,24,5
13,5967,5343,11310,624,9,24,5
23,9986,9174,19160,812,9,24,5
25,518,564,1082,-46,9,24,5
19,4323,4357,8680,-34,9,24,5
23,8868,8190,17058,678,9,24,5
12,5532,5055,10587,477,9,24,5
5,8555,8094,16649,461,9,24,5
19,2668,2410,5078,258,9,24,5
5,7186,7682,14868,-496,9,24,5
13,2242,1892,4134,350,9,24,5
2,6895,7106,14001,-211,9,24,5
1,15269,14606,29875,663,9,24,5
4,4372,4917,9289,-545,9,24,5
1,9617,9848,19465,-231,9,24,5
1,31485,30052,61537,1433,9,24,5
12,1816,1563,3379,253,9,24,5
5,14426,14038,28464,388,9,24,5
11,6906,6766,13672,140,9,24,5
12,20622,22190,42812,-1568,9,24,5
1,13066,13602,26668,-536,9,24,5
10,1072,899,1971,173,9,24,5
18,4897,4465,9362,432,9,24,5
6,13876,12753,26629,1123,9,24,5
10,3213,3319,6532,-106,9,24,5
3,9111,10254,19365,-1143,9,24,5
12,4004,2724,6728,1280,9,24,5
5,17804,23529,41333,-5725,9,24,5
17,20404,19803,40207,601,9,24,5
14,6680,5834,12514,846,9,24,5
19,1569,2902,4471,-1333,9,24,5
16,9695,10062,19757,-367,9,24,5
16,3870,3321,7191,549,9,24,5
19,4996,5185,10181,-189,9,24,5
19,5503,5072,10575,431,9,24,5
13,7302,6819,14121,483,9,24,5
2,6474,6279,12753,195,9,24,5
13,107,85,192,22,9,24,5
7,14416,17515,31931,-3099,9,24,5
1,79023,75520,154543,3503,9,24,5
1,8958,8904,17862,54,9,24,5
1,20128,21507,41635,-1379,9,24,5
2,4615,4386,9001,229,9,24,5
6,7402,6986,14388,416,9,24,5
6,2049,1432,3481,617,9,24,5
7,13948,12623,26571,1325,9,24,5
4,13180,12789,25969,391,9,24,5
22,4301,3557,7858,744,9,24,5
23,9410,9891,19301,-481,9,24,5
17,7530,7339,14869,191,9,24,5
21,7963,7808,15771,155,9,24,5
18,12660,12964,25624,-304,9,24,5
0,17016,17380,34396,-364,9,24,5
14,8663,8262,16925,401,9,24,5
0,27559,24885,52444,2674,9,24,5
2,7487,11053,18540,-3566,9,24,5
4,16298,17213,33511,-915,9,24,5
0,29768,27332,57100,2436,9,24,5
0,23554,24214,47768,-660,9,24,5
1,27412,31487,58899,-4075,9,24,5
9,4701,4706,9407,-5,9,24,5
14,18977,16461,35438,2516,9,24,5
23,8183,7863,16046,320,9,24,5
18,11878,13162,25040,-1284,9,24,5
6,10662,9399,20061,1263,9,24,5
6,7974,7223,15197,751,9,24,5
14,8139,7537,15676,602,9,24,5
25,5285,5030,10315,255,9,24,5
21,18878,19795,38673,-917,9,24,5
9,6246,5840,12086,406,9,24,5
6,8420,7916,16336,504,9,24,5
8,3975,3614,7589,361,9,24,5
5,8287,8114,16401,173,9,24,5
2,4504,4015,8519,489,9,24,5
25,71,94,165,-23,9,24,5
12,6982,6735,13717,247,9,24,5
11,883,829,1712,54,9,24,5
11,1372,1170,2542,202,9,24,5
3,22182,23102,45284,-920,9,24,5
5,2539,2139,4678,400,9,24,5
15,1583,1529,3112,54,9,24,5
11,8218,8456,16674,-238,9,24,5
6,7986,7411,15397,575,9,24,5
7,13195,15296,28491,-2101,9,24,5
4,19089,18354,37443,735,9,24,5
6,17593,17608,35201,-15,9,24,5
4,2898,2580,5478,318,9,24,5
5,2759,2717,5476,42,9,24,5
6,13224,14374,27598,-1150,9,24,5
16,5498,5338,10836,160,9,24,5
0,19991,20569,40560,-578,9,24,5
12,19528,20164,39692,-636,9,24,5
18,3475,3376,6851,99,9,24,5
15,2279,2540,4819,-261,9,24,5
10,2755,2379,5134,376,9,24,5
21,4421,4078,8499,343,9,24,5
3,16328,17968,34296,-1640,9,24,5
15,2701,2393,5094,308,9,24,5
2,1,0,1,1,9,24,5
3,19491,22603,42094,-3112,9,24,5
4,2228,2069,4297,159,9,24,5
1,7354,7338,14692,16,9,24,5
13,6462,5842,12304,620,9,24,5
24,1103,966,2069,137,9,24,5
5,5010,5223,10233,-213,9,24,5
6,8134,7505,15639,629,9,24,5
18,12225,11483,23708,742,9,24,5
15,3004,2670,5674,334,9,24,5
13,1111,780,1891,331,9,24,5
10,3580,3523,7103,57,9,24,5
25,1833,1972,3805,-139,9,24,5
15,5172,4968,10140,204,9,24,5
17,11861,11533,23394,328,9,24,5
11,16208,15708,31916,500,9,24,5
11,4472,3962,8434,510,9,24,5
13,5114,4837,9951,277,9,24,5
6,14237,12929,27166,1308,9,24,5
4,6560,6215,12775,345,9,24,5
4,6866,6397,13263,469,9,24,5
4,3146,3070,6216,76,9,24,5
6,12802,13393,26195,-591,9,24,5
2,2102,2164,4266,-62,9,24,5
5,11361,14940,26301,-3579,9,24,5
12,3264,3168,6432,96,9,24,5
21,8988,8887,17875,101,9,24,5
3,13979,13581,27560,398,9,24,5
9,2686,2252,4938,434,9,24,5
1,5483,5856,11339,-373,9,24,5
18,14470,13805,28275,665,9,24,5
1,32878,38133,71011,-5255,9,24,5
5,14743,14126,28869,617,9,24,5
4,6583,5718,12301,865,9,24,5
13,6712,6699,13411,13,9,24,5
3,41371,41137,82508,234,9,24,5
19,3138,2864,6002,274,9,24,5
1,75353,86659,162012,-11306,9,24,5
16,15485,16489,31974,-1004,9,24,5
13,2302,3130,5432,-828,9,24,5
2,15235,14472,29707,763,9,24,5
22,3006,2692,5698,314,9,24,5
4,22986,20953,43939,2033,9,24,5
5,10077,8371,18448,1706,9,24,5
11,7145,6975,14120,170,9,24,5
13,1591,1426,3017,165,9,24,5
23,15195,15491,30686,-296,9,24,5
25,25182,23761,48943,1421,9,24,5
12,11610,11450,23060,160,9,24,5
3,24071,24298,48369,-227,9,24,5
5,5845,5048,10893,797,9,24,5
13,2179,2418,4597,-239,9,24,5
8,7435,7034,14469,401,9,24,5
22,4055,3834,7889,221,9,23,4
12,7520,7148,14668,372,9,23,4
7,8582,9705,18287,-1123,9,23,4
2,10347,10422,20769,-75,9,23,4
11,19995,22995,42990,-3000,9,23,4
6,48254,47990,96244,264,9,23,4
8,24085,23161,47246,924,9,23,4
22,4790,4674,9464,116,9,23,4
13,6609,6248,12857,361,9,23,4
18,12384,12120,24504,264,9,23,4
15,1963,2229,4192,-266,9,23,4
14,6667,6248,12915,419,9,23,4
15,3405,2887,6292,518,9,23,4
1,92109,91106,183215,1003,9,23,4
18,10952,12376,23328,-1424,9,23,4
6,18521,21176,39697,-2655,9,23,4
4,20320,19238,39558,1082,9,23,4
7,11660,11716,23376,-56,9,23,4
13,3707,3068,6775,639,9,23,4
1,37385,34964,72349,2421,9,23,4
4,5408,5048,10456,360,9,23,4
15,517,652,1169,-135,9,23,4
4,7235,7425,14660,-190,9,23,4
14,24070,22914,46984,1156,9,23,4
18,4263,4471,8734,-208,9,23,4
8,3004,2065,5069,939,9,23,4
4,6191,5950,12141,241,9,23,4
4,11517,10781,22298,736,9,23,4
1,40872,45038,85910,-4166,9,23,4
6,14472,15531,30003,-1059,9,23,4
16,7483,7571,15054,-88,9,23,4
10,9241,8610,17851,631,9,23,4
17,8000,8137,16137,-137,9,23,4
2,27937,29269,57206,-1332,9,23,4
2,8179,8007,16186,172,9,23,4
16,12905,11906,24811,999,9,23,4
4,10848,10733,21581,115,9,23,4
5,10286,9906,20192,380,9,23,4
19,5562,5163,10725,399,9,23,4
2,54310,53429,107739,881,9,23,4
8,16986,22204,39190,-5218,9,23,4
6,19935,15648,35583,4287,9,23,4
21,11258,10712,21970,546,9,23,4
13,663,672,1335,-9,9,23,4
10,2683,2561,5244,122,9,23,4
4,16184,17102,33286,-918,9,23,4
13,4316,3959,8275,357,9,23,4
5,21127,20531,41658,596,9,23,4
16,2791,3861,6652,-1070,9,23,4
6,14135,14190,28325,-55,9,23,4
8,3277,3477,6754,-200,9,23,4
16,2469,2533,5002,-64,9,23,4
17,7267,6741,14008,526,9,23,4
11,8358,7853,16211,505,9,23,4
20,3171,3213,6384,-42,9,23,4
4,15245,13787,29032,1458,9,23,4
11,4358,3906,8264,452,9,23,4
6,23354,22951,46305,403,9,23,4
12,9413,8769,18182,644,9,23,4
4,35768,37606,73374,-1838,9,23,4
5,10265,9882,20147,383,9,23,4
2,17465,11447,28912,6018,9,23,4
1,38814,44277,83091,-5463,9,23,4
11,20260,21071,41331,-811,9,23,4
1,65321,65146,130467,175,9,23,4
18,2858,2520,5378,338,9,23,4
25,15405,15760,31165,-355,9,23,4
8,1344,1379,2723,-35,9,23,4
5,8856,6470,15326,2386,9,23,4
18,5790,6041,11831,-251,9,23,4
1,26654,25616,52270,1038,9,23,4
14,11843,12721,24564,-878,9,23,4
2,23355,22321,45676,1034,9,23,4
25,837,871,1708,-34,9,23,4
8,19323,19627,38950,-304,9,23,4
4,12787,13911,26698,-1124,9,23,4
6,16620,13094,29714,3526,9,23,4
11,8395,8158,16553,237,9,23,4
15,172,162,334,10,9,23,4
4,10527,9922,20449,605,9,23,4
15,1770,1721,3491,49,9,23,4
13,5778,5629,11407,149,9,23,4
11,31119,31294,62413,-175,9,23,4
11,13274,13100,26374,174,9,23,4
13,7690,7561,15251,129,9,23,4
2,8906,8148,17054,758,9,23,4
18,12228,11531,23759,697,9,23,4
4,8867,9158,18025,-291,9,23,4
3,24052,23927,47979,125,9,23,4
15,367,434,801,-67,9,23,4
8,8540,13156,21696,-4616,9,23,4
4,8733,8492,17225,241,9,23,4
16,15108,7777,22885,7331,9,23,4
4,31690,29797,61487,1893,9,23,4
1,31795,29506,61301,2289,9,23,4
6,16506,17567,34073,-1061,9,23,4
19,2413,2725,5138,-312,9,23,4
2,35218,34519,69737,699,9,23,4
6,13013,11689,24702,1324,9,23,4
11,11168,11678,22846,-510,9,23,4
7,6701,6945,13646,-244,9,23,4
15,4217,3095,7312,1122,9,23,4
3,1631,1167,2798,464,9,23,4
7,17071,15037,32108,2034,9,23,4
6,16345,16662,33007,-317,9,23,4
8,5389,4491,9880,898,9,23,4
8,30035,29249,59284,786,9,23,4
11,10175,10382,20557,-207,9,23,4
6,22033,23629,45662,-1596,9,23,4
3,21132,24910,46042,-3778,9,23,4
2,17745,15754,33499,1991,9,23,4
5,6347,7005,13352,-658,9,23,4
12,5790,5418,11208,372,9,23,4
12,5244,4305,9549,939,9,23,4
6,20814,22366,43180,-1552,9,23,4
13,4487,4062,8549,425,9,23,4
7,12304,11509,23813,795,9,23,4
19,125,96,221,29,9,23,4
4,17893,16028,33921,1865,9,23,4
3,10158,9084,19242,1074,9,23,4
20,4253,4024,8277,229,9,23,4
8,21281,21782,43063,-501,9,23,4
1,20550,24550,45100,-4000,9,23,4
11,7715,7256,14971,459,9,23,4
23,2636,2035,4671,601,9,23,4
17,6493,6584,13077,-91,9,23,4
6,8496,8737,17233,-241,9,23,4
1,25866,26474,52340,-608,9,23,4
18,5335,4902,10237,433,9,23,4
11,12552,13574,26126,-1022,9,23,4
20,2497,1914,4411,583,9,23,4
15,675,1919,2594,-1244,9,23,4
21,5675,4987,10662,688,9,23,4
2,11678,10840,22518,838,9,23,4
2,12795,13138,25933,-343,9,23,4
23,22371,21775,44146,596,9,23,4
5,10711,11144,21855,-433,9,23,4
12,4407,3712,8119,695,9,23,4
25,6428,6422,12850,6,9,23,4
12,7040,6504,13544,536,9,23,4
2,5675,5845,11520,-170,9,23,4
18,8417,7898,16315,519,9,23,4
25,12991,11605,24596,1386,9,23,4
1,1550,1795,3345,-245,9,23,4
12,6680,6349,13029,331,9,23,4
12,8167,5207,13374,2960,9,23,4
6,10485,11824,22309,-1339,9,23,4
25,2854,2211,5065,643,9,23,4
14,3956,3957,7913,-1,9,23,4
14,4834,4426,9260,408,9,23,4
2,8924,8762,17686,162,9,23,4
5,3026,3175,6201,-149,9,23,4
11,20680,20862,41542,-182,9,23,4
5,10557,9703,20260,854,9,23,4
0,12004,10664,22668,1340,9,23,4
3,21913,21698,43611,215,9,23,4
4,3320,3973,7293,-653,9,23,4
1,14532,15754,30286,-1222,9,23,4
3,17300,14449,31749,2851,9,23,4
2,10495,11527,22022,-1032,9,23,4
12,2758,2963,5721,-205,9,23,4
12,3481,3428,6909,53,9,23,4
0,8862,9153,18015,-291,9,23,4
5,8689,8686,17375,3,9,23,4
14,17974,18065,36039,-91,9,23,4
14,15569,14884,30453,685,9,23,4
3,1687,1815,3502,-128,9,23,4
8,1974,1520,3494,454,9,23,4
11,9773,8283,18056,1490,9,23,4
4,9195,9280,18475,-85,9,23,4
9,1261,1149,2410,112,9,23,4
8,12930,12129,25059,801,9,23,4
13,3168,2723,5891,445,9,23,4
16,15410,14219,29629,1191,9,23,4
5,15954,17592,33546,-1638,9,23,4
1,25762,27607,53369,-1845,9,23,4
6,12192,11993,24185,199,9,23,4
4,11654,11894,23548,-240,9,23,4
16,10584,9882,20466,702,9,23,4
8,14156,13946,28102,210,9,23,4
23,9028,9056,18084,-28,9,23,4
6,14610,13348,27958,1262,9,23,4
15,4962,4907,9869,55,9,23,4
4,6524,6040,12564,484,9,23,4
4,8193,7673,15866,520,9,23,4
4,16072,16374,32446,-302,9,23,4
5,16348,14574,30922,1774,9,23,4
25,8824,8510,17334,314,9,23,4
5,16054,17312,33366,-1258,9,23,4
12,9291,9325,18616,-34,9,23,4
18,17692,16136,33828,1556,9,23,4
18,4754,4766,9520,-12,9,23,4
2,13849,13190,27039,659,9,23,4
18,6175,5779,11954,396,9,23,4
6,11418,10972,22390,446,9,23,4
6,17575,16600,34175,975,9,23,4
3,26643,28291,54934,-1648,9,23,4
4,9688,9984,19672,-296,9,23,4
11,10573,10135,20708,438,9,23,4
7,5157,4275,9432,882,9,23,4
18,22381,22874,45255,-493,9,23,4
4,19198,20270,39468,-1072,9,23,4
7,7027,7280,14307,-253,9,23,4
2,4428,4373,8801,55,9,23,4
1,24317,25403,49720,-1086,9,23,4
13,6077,6004,12081,73,9,23,4
7,23588,24430,48018,-842,9,23,4
18,17084,18503,35587,-1419,9,23,4
4,18617,18975,37592,-358,9,23,4
3,17128,16261,33389,867,9,23,4
3,29758,29184,58942,574,9,23,4
21,4956,4729,9685,227,9,23,4
6,7046,6791,13837,255,9,23,4
4,22728,24282,47010,-1554,9,23,4
